Station Id,Station Name,Water Year,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep
777,Spirit Lake,2010,0.4,1.9,2.4,0,1.5,0,0,0,0,0
777,Spirit Lake,2011,3.6,3.5,0.3,8.1,11.4,14.7,0,0,0,0
777,Spirit Lake,2012,1.8,1.9,4.8,7.6,17.8,0.6,0,0,0,0
777,Spirit Lake,2013,0.2,15.7,17.4,19.3,14.7,0,0,0,0,0
984,Spruce Springs,2000,,,,,,,,,0,0
984,Spruce Springs,2001,1.8,5.2,7.5,9.6,7.9,4.7,0,0,0,0
984,Spruce Springs,2002,4.4,10.8,16.1,19.3,23,13.5,0,0,0,0
984,Spruce Springs,2003,0,3.5,7.8,11.2,15.2,4.8,0,0,0,0
984,Spruce Springs,2004,3.5,6.7,11.4,13.6,8,0,0,0,0,0
984,Spruce Springs,2005,0.7,3,3,1.7,2.4,0,0,0,0,0
984,Spruce Springs,2006,2.5,6.2,15.7,17.9,21.9,11.1,0,0,0,0
984,Spruce Springs,2007,5.1,7.8,9.9,12.6,8.8,0,0,0,0,0
984,Spruce Springs,2008,1.6,10,18.1,23.3,27.7,24.3,0,0,0,0
984,Spruce Springs,2009,0.1,6.7,12.4,14,26.2,18.8,0,0,0,0
984,Spruce Springs,2010,2.5,5.7,7.8,8.3,7.8,0.8,0,0,0,0
984,Spruce Springs,2011,1.8,5.1,4.8,11.2,15.8,19.7,5,0,0,0
984,Spruce Springs,2012,2.8,4.2,9.6,13.4,20.3,6.5,0,0,0,0
984,Spruce Springs,2013,0.5,3.9,7.2,8.4,9,1.3,0,0,0,0
788,Stampede Pass,1983,6.4,15,27,34.1,36.3,33,0,0,0,0
788,Stampede Pass,1984,11.1,24.7,27.2,36.4,42.7,46.8,35.4,0,0,0
788,Stampede Pass,1985,14.4,30.2,32.9,40.6,52.3,50,18.6,0,0,0
788,Stampede Pass,1986,9.2,14.3,23.1,31.1,34.6,24.3,3.2,0,0,0
788,Stampede Pass,1987,11,17.3,27.7,35.7,41,34.2,0,0,0,0
788,Stampede Pass,1988,4.7,15.1,25.1,35,41.8,34.2,17.5,0,0,0
788,Stampede Pass,1989,16.3,17.3,35.5,41.4,48.8,44.1,20.1,0,0,0
788,Stampede Pass,1990,4.3,7.8,31.8,51,57.5,46,25.1,0,0,0
788,Stampede Pass,1991,3.2,18.7,25.9,28.5,38.4,38.6,2.8,0,0,0
788,Stampede Pass,1992,7.6,17.1,25.9,30,26.1,14.4,0,0,0,0
788,Stampede Pass,1993,9.7,23.7,28.4,29.5,33.1,28.3,0,0,0,0
788,Stampede Pass,1994,4.9,10.5,18.6,34.4,36.5,27.3,0,0,0,0
788,Stampede Pass,1995,22.4,34.4,44.4,48.5,49.9,47.5,9,0,0,0
788,Stampede Pass,1996,4.9,12.9,23.1,30.3,34.8,31.8,15,0,0,0
788,Stampede Pass,1997,13.8,40.1,53.2,60.5,80.4,83.8,50.8,0,0,0
788,Stampede Pass,1998,4.1,12.4,28.5,35.6,38.8,33.8,14.2,0,0,0
788,Stampede Pass,1999,6.4,20.7,32.6,55.1,63,60.5,49.6,13.9,0,0
788,Stampede Pass,2000,4.1,18.1,34.2,41.4,50.5,45.8,24.7,0,0,0
788,Stampede Pass,2001,5,12,17.3,22.3,27.7,26.8,5.9,0,0,0
788,Stampede Pass,2002,5.8,19.8,38.4,46.8,59.3,59.4,41.2,0,0,0
788,Stampede Pass,2003,0,9.2,17.8,22.4,31.6,28.7,12.2,0,0,0
788,Stampede Pass,2004,10.9,19,30.7,34.3,38,27.5,6,0,0,0
788,Stampede Pass,2005,1.1,4,3.7,5.1,9.1,3.5,0,0,0,0
788,Stampede Pass,2006,8.3,14.7,37.4,44.4,48.7,43.1,18,0,0,0
788,Stampede Pass,2007,12.8,24,34.4,41.4,40.5,36.8,16.7,0,0,0
788,Stampede Pass,2008,2.6,20.4,35.1,53.2,60.9,62.6,38.3,9,0,0
788,Stampede Pass,2009,0.1,14.1,21.5,25.5,41.2,41.8,23.4,0,0,0
788,Stampede Pass,2010,7.6,10.7,14.9,17.3,21,23.3,11.6,0,0,0
788,Stampede Pass,2011,6.1,14.4,15.6,22.1,32.6,39.7,31.4,1.7,0,0
788,Stampede Pass,2012,11.6,14.5,25.3,34.8,47.6,42.8,22.5,0,0,0
788,Stampede Pass,2013,2.7,14.6,20.9,28.5,32.9,34.7,14.1,0,0,0
791,Stevens Pass        ,1981,1.6,2.7,2.4,6.6,6,3.5,0,0,0,0
791,Stevens Pass        ,1982,4.2,14.6,29.2,34,37,36.4,17.8,0,0,0
791,Stevens Pass        ,1983,3.8,11,18.1,22.6,23.8,16.3,0,0,0,0
791,Stevens Pass        ,1984,11.3,21,25.5,31.7,37.1,37.1,22.8,0,0,0
791,Stevens Pass        ,1985,18.6,34.4,37.3,46.5,50.4,38.5,0,0,0,0
791,Stevens Pass        ,1986,11.8,14,25.6,33.7,33.3,28.2,0,0,0,0
791,Stevens Pass        ,1987,10.9,20,33.4,40.4,43.3,25.9,0,0,0,0
791,Stevens Pass        ,1988,2.5,17.1,30,37.2,49.8,39.8,3.1,0,0,0
791,Stevens Pass        ,1989,11.7,17.3,36,40.6,50.9,34.1,1.9,0,0,0
791,Stevens Pass        ,1990,3.7,6.9,35,53.3,54.8,37.2,6.1,0,0,0
791,Stevens Pass        ,1991,6,20.9,31.2,36.1,43.3,43.2,14.4,0,0,0
791,Stevens Pass        ,1992,10.1,20.5,28.4,32.7,22.8,4.3,0,0,0,0
791,Stevens Pass        ,1993,7.1,20.6,28.2,26.7,30.6,22.4,0,0,0,0
791,Stevens Pass        ,1994,4.8,13.1,20.2,32,39.6,31.8,0,0,0,0
791,Stevens Pass        ,1995,18.3,32.5,40,41.3,39.5,35.2,0,0,0,0
791,Stevens Pass        ,1996,4.4,13,23.1,30,31.1,25.4,4.7,0,0,0
791,Stevens Pass        ,1997,11.2,32.6,47.7,56,68.6,65.9,34.4,0,0,0
791,Stevens Pass        ,1998,5,12.2,27.7,33.3,35.7,22.1,0,0,0,0
791,Stevens Pass        ,1999,10.3,23.3,35.8,53.9,56.7,52.5,31.8,0,0,0
791,Stevens Pass        ,2000,4.9,17.5,29.1,35.8,42.6,31,9.3,0,0,0
791,Stevens Pass        ,2001,4.3,10.7,14.1,19,23.2,20.3,0,0,0,0
791,Stevens Pass        ,2002,4.1,17.6,29.7,36,47.2,43.6,24.2,0,0,0
791,Stevens Pass        ,2003,0,9.1,17.8,21.6,30.8,25.8,3.3,0,0,0
791,Stevens Pass        ,2004,9.5,17.5,28.2,31.2,32.6,14.5,0,0,0,0
791,Stevens Pass        ,2005,2,6.5,7.8,10.4,12.1,2.2,0,0,0,0
791,Stevens Pass        ,2006,8.9,14.1,34,42.4,45.1,35.5,10.3,0,0,0
791,Stevens Pass        ,2007,10.2,21.1,31.3,36.7,37,27.4,3,0,0,0
791,Stevens Pass        ,2008,3.3,18.8,31.3,38.9,44.7,43.1,21.3,0,0,0
791,Stevens Pass        ,2009,1,12.1,21.4,22.1,34.1,29.2,9.9,0,0,0
791,Stevens Pass        ,2010,10.8,14.7,21.5,24,27.4,24.4,10.1,0,0,0
791,Stevens Pass        ,2011,5.1,12.9,18.2,24.9,37,40.8,24.9,2.7,0,0
791,Stevens Pass        ,2012,10.1,15.1,28,38.1,48.1,40,21.1,0,0,0
791,Stevens Pass        ,2013,5.8,20,26.9,32.5,34.9,30.3,11.6,0,0,0
804,Surprise Lakes,1981,2.5,4.3,6.3,9.5,8.3,11.9,0,0,0,0
804,Surprise Lakes,1982,9.5,27.7,48.4,55,59.6,64.4,37.2,0,0,0
804,Surprise Lakes,1983,7.2,21.5,32.7,46.4,55.7,51.8,16.6,0,0,0
804,Surprise Lakes,1984,13.8,28.7,34.2,43.9,55.7,58,47,6.4,0,0
804,Surprise Lakes,1985,26.4,43,44.8,49.3,55.1,50.2,22,0,0,0
804,Surprise Lakes,1986,12.7,15.5,27.1,34.9,37.7,36.7,10.7,0,0,0
804,Surprise Lakes,1987,8.3,16.5,29.9,35.2,38.5,25.3,0,0,0,0
804,Surprise Lakes,1988,5.9,13.5,17.1,20.8,26.7,15.4,5.5,0,0,0
804,Surprise Lakes,1989,18.6,27,42,47,61.3,49.4,29,0,0,0
804,Surprise Lakes,1990,4.9,5.8,27.5,40,44.4,35.3,14.2,0,0,0
804,Surprise Lakes,1991,6.4,18.6,24.6,23.2,32.3,33.6,9.5,0,0,0
804,Surprise Lakes,1992,8.1,16,23.7,27.4,18.6,8,0,0,0,0
804,Surprise Lakes,1993,7,27.2,35,35.9,38.2,39.7,2.3,0,0,0
804,Surprise Lakes,1994,4.1,14.1,22.6,36.7,41.5,35.1,4,0,0,0
804,Surprise Lakes,1995,19.5,27.4,36.3,39.5,45.3,46.3,17,0,0,0
804,Surprise Lakes,1996,0,9,24.2,28.8,31,32.8,15.6,0,0,0
804,Surprise Lakes,1997,14.7,46.3,50.4,59.4,74.3,74.2,42.8,0,0,0
804,Surprise Lakes,1998,7,12.6,36.7,52.6,53.8,45.3,23.3,0,0,0
804,Surprise Lakes,1999,11.8,23.1,44,70.5,84.2,82.4,65.8,31,0,0
804,Surprise Lakes,2000,4.5,19.8,43.5,56,63.8,54.7,37.4,0,0,0
804,Surprise Lakes,2001,5.9,13.6,20.3,25.5,30.1,29.9,1.9,0,0,0
804,Surprise Lakes,2002,11.9,26.1,40.1,46.1,58.4,54.5,37.3,0,0,0
804,Surprise Lakes,2003,0,16.8,19.6,28.2,38.9,38.1,19.4,0,0,0
804,Surprise Lakes,2004,10.7,22.9,35.8,45.2,50.1,36.8,15.1,0,0,0
804,Surprise Lakes,2005,3.6,7.8,8.7,7.3,10.4,7.2,0,0,0,0
804,Surprise Lakes,2006,19.6,20.7,52.2,62.6,73.7,64.9,37,0,0,0
804,Surprise Lakes,2007,14.9,25.8,34.9,46.9,47,41.4,15.9,0,0,0
804,Surprise Lakes,2008,4.6,22.5,41.1,52.5,66.8,72,46.2,16.3,0,0
804,Surprise Lakes,2009,0.7,17.5,24.8,30.6,44.8,44.7,25.5,0,0,0
804,Surprise Lakes,2010,12.7,16.9,26.9,33.6,43.3,44.6,32,0.2,0,0
804,Surprise Lakes,2011,10.6,24.6,27.7,39.2,57.4,70.2,58.3,27.8,0,0
804,Surprise Lakes,2012,10.3,13.4,29.2,41.4,60.6,54.7,36.2,11.6,0,0
804,Surprise Lakes,2013,6,28,37.4,44.4,46.5,43.9,24.6,0,0,0
975,Swamp Creek,2000,3.9,14.3,18.4,19.1,19.3,4.9,0,0,0,0
975,Swamp Creek,2001,1.1,4.7,6.5,8,6.7,0,0,0,0,0
975,Swamp Creek,2002,1.1,5.2,11.4,15.9,19.6,7.5,0,0,0,0
975,Swamp Creek,2003,0,4.5,9.5,11.6,14,3.4,0,0,0,0
975,Swamp Creek,2004,8.5,11.8,15.8,15.6,12.2,0,0,0,0,0
975,Swamp Creek,2005,0.8,3,2.6,3.2,1.6,0,0,0,0,0
975,Swamp Creek,2006,1.3,2.8,11.6,17.2,17.3,4.1,0,0,0,0
975,Swamp Creek,2007,5.3,11.4,17,21,17.7,3.3,0,0,0,0
975,Swamp Creek,2008,2.6,8.9,14.1,20,23.8,17.6,0,0,0,0
975,Swamp Creek,2009,0.3,5.9,12.9,15.1,19.4,10.1,0,0,0,0
975,Swamp Creek,2010,4.5,7,9.9,9.9,8.6,0,0,0,0,0
975,Swamp Creek,2011,2.7,6.6,11.6,16.9,25.2,24.6,0.7,0,0,0
975,Swamp Creek,2012,7.2,10.5,18.9,23.8,30.7,18.3,0,0,0,0
975,Swamp Creek,2013,2.8,8.9,12.9,16,15.4,6.6,0,0,0,0
1012,Swift Creek,2002,,,,,,,,,,0
1012,Swift Creek,2003,1.8,24.1,23.1,32,48.5,55.8,38.1,0,0,0
1012,Swift Creek,2004,9.8,25.9,39.5,55.7,65.6,65.6,44.5,0,0,0
1012,Swift Creek,2005,1.3,8.9,12.2,15.8,23.7,23.6,0,0,0,0
1012,Swift Creek,2006,15.5,22.2,54.9,65.6,83.9,90.1,62.2,2.3,0,0
1012,Swift Creek,2007,22.2,34.6,45,64.5,69.7,71.3,44.4,0,0,0
1012,Swift Creek,2008,6.2,32.6,58.8,72.5,97.2,107,82.6,53.7,0,0
1012,Swift Creek,2009,0.7,20,27.6,33.9,51.6,58.5,38.9,0,0,0
1012,Swift Creek,2010,21,29.6,38.6,48.5,67.3,78.7,74.1,37.8,0,0
1012,Swift Creek,2011,12,32.4,36.3,51.8,80.1,100.4,100.6,71.4,8.5,0
1012,Swift Creek,2012,13.1,17.9,34.9,47.9,81.5,82.4,70.1,42.2,0,0
1012,Swift Creek,2013,7.9,39.6,53,66.2,70,66.5,47.2,3.3,0,0
817,Thunder Basin,1989,13.2,17.5,27.5,32.1,42,32.6,8.5,0,0,0
817,Thunder Basin,1990,6.1,8.8,31.4,42,45.5,31.3,7.3,0,0,0
817,Thunder Basin,1991,3.1,19.5,30.7,29.2,37.2,38.6,18.2,0,0,0
817,Thunder Basin,1992,7.1,15.1,20.8,23.3,20.6,13,0,0,0,0
817,Thunder Basin,1993,5.9,12,16.5,16.9,19.3,13.8,0,0,0,0
817,Thunder Basin,1994,3.7,11.9,17.1,25.8,27,17.4,0,0,0,0
817,Thunder Basin,1995,11.3,20,25.7,31,32.9,28.8,4.9,0,0,0
817,Thunder Basin,1996,7.1,14.5,20.9,27.8,29.5,25.8,10.2,0,0,0
817,Thunder Basin,1997,11.5,27.3,33.5,37.8,46.6,43,24.4,0,0,0
817,Thunder Basin,1998,4,9.9,19.3,24.2,25.6,19.2,1,0,0,0
817,Thunder Basin,1999,8.7,19.4,28.5,41.5,47.9,43.1,29.8,5.6,0,0
817,Thunder Basin,2000,3.6,12,19.9,24.8,30,22.2,6.7,0,0,0
817,Thunder Basin,2001,4.1,8.8,12,15.6,19.4,18.3,0,0,0,0
817,Thunder Basin,2002,7.2,15.8,25.8,31.3,38,33,17.8,0,0,0
817,Thunder Basin,2003,0.3,8.8,18.3,20.8,26.2,25.7,7.2,0,0,0
817,Thunder Basin,2004,8.1,14.9,21.1,23.2,24.6,13.4,0,0,0,0
817,Thunder Basin,2005,6,9.6,9.2,9.1,13.9,11.2,0,0,0,0
817,Thunder Basin,2006,6.4,10.6,25.4,30,33.2,27.2,10.7,0,0,0
817,Thunder Basin,2007,12.6,23.9,30.4,35.3,34.9,28.2,6.2,0,0,0
817,Thunder Basin,2008,3.7,16.6,25.4,32.2,37.3,37.1,18.1,0,0,0
817,Thunder Basin,2009,1.4,9.1,13.1,14.7,20.6,18,3.7,0,0,0
817,Thunder Basin,2010,10.4,13.7,20.1,22.8,26.8,23.3,10.2,0,0,0
817,Thunder Basin,2011,5.3,12.7,18.2,24.2,32.8,35.2,22.3,0,0,0
817,Thunder Basin,2012,10.6,14.4,22.9,29.2,39.6,34.9,17.5,0,0,0
817,Thunder Basin,2013,7.4,17.9,22.5,27.1,28.9,25.2,6.7,0,0,0
899,Tinkham Creek,1994,3.7,7.6,10.6,23.1,22.6,7.4,0,0,0,0
899,Tinkham Creek,1995,10.9,19,23.5,24.2,22.6,10.7,0,0,0,0
899,Tinkham Creek,1996,0.3,7.9,17.1,18.5,19.1,7.7,0,0,0,0
899,Tinkham Creek,1997,7.6,29.5,35.8,44,54,47.4,13.6,0,0,0
899,Tinkham Creek,1998,0.8,8.4,22.8,25.6,26.8,15,0,0,0,0
899,Tinkham Creek,1999,4.8,16.5,22.3,29.4,29.3,26.2,6.2,0,0,0
899,Tinkham Creek,2000,1.9,8,21.1,24.8,30.1,22.5,0,0,0,0
899,Tinkham Creek,2001,4.3,8.6,13.4,18,20.1,17.1,0,0,0,0
899,Tinkham Creek,2002,5,14.9,27.2,31,40.9,35,18.3,0,0,0
899,Tinkham Creek,2003,0,5.9,9.4,11.9,16.8,11.6,0,0,0,0
899,Tinkham Creek,2004,5,12.8,20,22.5,21.5,10.7,0,0,0,0
899,Tinkham Creek,2005,1.3,4.1,3.4,4.5,6.7,0,0,0,0,0
899,Tinkham Creek,2006,6,10.1,26.5,32.5,34.7,27.5,6.1,0,0,0
899,Tinkham Creek,2007,10,21.4,27.9,31.9,29.5,23.7,0.5,0,0,0
899,Tinkham Creek,2008,1.9,16.6,29.5,40.9,49.7,60,36.5,10.5,0,0
899,Tinkham Creek,2009,0,11.1,12.8,15.4,29.3,28.1,10.8,0,0,0
899,Tinkham Creek,2010,6.3,10.2,12.8,12.2,13,12.3,0,0,0,0
899,Tinkham Creek,2011,5.4,13.2,15.8,22.3,27.7,34.4,23.3,0,0,0
899,Tinkham Creek,2012,10.9,13.4,24.3,32.4,41,35.3,20.9,0,0,0
899,Tinkham Creek,2013,1.8,12.5,19,25.9,28.8,30.2,12.5,0,0,0
824,Touchet,1981,3,,4.8,10.3,14.8,4.3,0,0,0,0
824,Touchet,1982,5.3,19.1,38,44.9,53.5,50.4,17.4,0,0,0
824,Touchet,1983,6.2,14.2,,,,,,,,
824,Touchet,1984,4.7,13.4,,25.3,32.5,,0,0,0,0
824,Touchet,1985,18.1,34,35.4,42.3,47.8,34.2,0,0,0,0
824,Touchet,1986,5.7,7.9,16.5,25,25.3,20,0,0,0,0
824,Touchet,1987,10,13.3,20.3,26.2,28.6,7.6,0,0,0,0
824,Touchet,1988,2.2,7.4,19.6,23.5,32.1,17.6,0,0,0,0
824,Touchet,1989,12.4,19.6,31.9,34.8,44.3,30.6,2.3,0,0,0
824,Touchet,1990,3.6,5.6,17.5,28.2,30.9,20.1,0,0,0,0
824,Touchet,1991,3.7,9.9,13.3,17.1,23.5,21.8,0,0,0,0
824,Touchet,1992,8.5,14.2,19.9,21.9,16.9,4.2,0,0,0,0
824,Touchet,1993,8.6,17.6,24.4,27.6,30.7,29.7,0,0,0,0
824,Touchet,1994,3.2,8.5,14.9,23.8,25.9,18.8,0,0,0,0
824,Touchet,1995,13.9,20,25.7,27.2,32.3,30.1,0,0,0,0
824,Touchet,1996,1,5.2,18.8,25,27.9,22.6,0,0,0,0
824,Touchet,1997,13.8,33.3,42.7,49.4,61.3,56.6,5.6,0,0,0
824,Touchet,1998,4.3,8.7,18.1,22.9,24.8,18.3,0,0,0,0
824,Touchet,1999,8.7,22.2,33,48.5,55.9,48.6,18.4,0,0,0
824,Touchet,2000,1.1,9.7,22.5,30.4,36.1,24.1,1.3,0,0,0
824,Touchet,2001,5.2,9.7,13.5,17.5,21.4,20.3,0,0,0,0
824,Touchet,2002,8,18.6,29,35.6,42.8,33.1,5.8,0,0,0
824,Touchet,2003,1.7,8,12,15.7,24.5,22,0,0,0,0
824,Touchet,2004,6.5,12.9,23.9,27.5,27,17.7,0,0,0,0
824,Touchet,2005,2.6,5.3,5.3,7,9.7,3.7,0,0,0,0
824,Touchet,2006,5.5,12.7,25.5,28.9,33.4,27.7,0,0,0,0
824,Touchet,2007,9.3,15.6,20.5,26.2,22.3,8.2,0,0,0,0
824,Touchet,2008,2.9,15.8,28.7,36.4,46.1,44.6,10.5,0,0,0
824,Touchet,2009,0,12.3,19.9,23.6,36.6,36.8,1,0,0,0
824,Touchet,2010,6.8,12.1,16.2,18.4,21.5,17.5,0,0,0,0
824,Touchet,2011,4.9,13.7,14.5,21.8,30.4,34.9,20.6,0,0,0
824,Touchet,2012,6.5,8.8,18.1,25.8,37.3,27.5,0,0,0,0
824,Touchet,2013,3.7,13.2,18.8,22.8,25.4,16.9,0,0,0,0
1171,Trinity,2010,,,,,,,,,,0
1171,Trinity,2011,4.9,16,21.1,28.9,39.2,30.1,0.1,0,0,0
1171,Trinity,2012,10.1,15.7,26.3,32.8,43.1,28.9,0,0,0,0
1171,Trinity,2013,8.9,21.3,26.1,27.9,27.3,13.5,0,0,0,0
832,Trough,1981,1.3,2.4,3.1,5.8,5.8,0.3,0,0,0,0
832,Trough,1982,4.7,10.7,11.7,15.6,20,13.9,0,0,0,0
832,Trough,1983,1.3,5.2,11.7,18.3,25.1,18.8,0,0,0,0
832,Trough,1984,5.7,7.8,1.1,3.4,2,0.4,0,0,0,0
832,Trough,1985,5.6,6.6,7,8.1,9.1,0,0,0,0,0
832,Trough,1986,4.7,7.9,9.7,7.2,1.7,0,0,0,0,0
832,Trough,1987,1,4.7,7,8.2,6.9,0,0,0,0,0
832,Trough,1988,1,6.5,8.5,7.8,7,0,0,0,0,0
832,Trough,1989,2.3,3.2,2.2,5.2,8.3,1,0,0,0,0
832,Trough,1990,0,0,4,3,2.6,0,0,0,0,0
832,Trough,1991,1,1.7,2.8,0.5,4.9,0,0,0,0,0
832,Trough,1992,2.9,3.4,5.4,7.4,4.3,0,0,0,0,0
832,Trough,1993,2.8,5,8,9,8.7,5.6,0,0,0,0
832,Trough,1994,0.7,6.1,7.4,8.7,7.1,0,0,0,0,0
832,Trough,1995,5.8,8.9,14.6,12.5,14.7,13.8,0,0,0,0
832,Trough,1996,0.3,5.3,8.4,10,13,5.4,0,0,0,0
832,Trough,1997,3.6,9.3,12.2,12.1,12,6.7,0,0,0,0
832,Trough,1998,2.4,4.1,7.8,13.5,13.8,7.8,0,0,0,0
832,Trough,1999,4.3,7.5,10.1,13.8,16.1,7.7,0,0,0,0
832,Trough,2000,1.1,3.7,7.2,10.1,10.7,0,0,0,0,0
832,Trough,2001,1.6,4.3,5,5.7,6.5,5.2,0,0,0,0
832,Trough,2002,3.9,6.9,8.1,8.3,8.2,2.4,0,0,0,0
832,Trough,2003,0,5.8,11.5,12.5,11.5,4.2,0,0,0,0
832,Trough,2004,2.2,5,7.8,11.2,9.6,0,0,0,0,0
832,Trough,2005,0.2,1.3,0,0.6,2.2,0,0,0,0,0
832,Trough,2006,3.2,6.9,12.9,12.3,14.4,6.9,0,0,0,0
832,Trough,2007,3,7.3,8.2,10,6.4,0,0,0,0,0
832,Trough,2008,1.2,4.7,8,5,6.4,2.6,0,0,0,0
832,Trough,2009,0.2,2.9,3.9,5.3,8.1,4.6,0,0,0,0
832,Trough,2010,2.2,4.9,10,13.8,15.7,9.1,0,0,0,0
832,Trough,2011,3,6.6,6.8,9.1,13.8,13.9,0,0,0,0
832,Trough,2012,2.3,3.9,7.1,9.1,16.6,8.3,0,0,0,0
832,Trough,2013,4,7.6,7.6,7.9,8.2,0.5,0,0,0,0
841,Upper Wheeler,1982,5.4,9.1,12,15.4,18.6,13,0,0,0,0
841,Upper Wheeler,1983,0,4.6,12.3,15.1,18.6,12.4,0,0,0,0
841,Upper Wheeler,1984,5.5,9.8,9.3,12.4,13.9,9.3,0,0,0,0
841,Upper Wheeler,1985,5.2,7,7.4,9.9,11.2,2.5,0,0,0,0
841,Upper Wheeler,1986,6.4,8.1,12.7,16,16.1,8.2,0,0,0,0
841,Upper Wheeler,1987,0.9,3.8,7.6,8.5,8.9,0,0,0,0,0
841,Upper Wheeler,1988,0.5,4.4,6.4,6.9,7.2,0,0,0,0,0
841,Upper Wheeler,1989,2.8,4.7,7.6,10.8,13.2,5.7,0,0,0,0
841,Upper Wheeler,1990,0.4,0,5.3,7.3,7.9,0,0,0,0,0
841,Upper Wheeler,1991,0.8,4.7,6.9,7.9,10.8,4,0,0,0,0
841,Upper Wheeler,1992,2.3,4.6,7.4,9.8,10.1,0.1,0,0,0,0
841,Upper Wheeler,1993,1.6,5.7,10,11.3,12.4,8.9,0,0,0,0
841,Upper Wheeler,1994,1.2,5,6.2,10.1,9.9,2,0,0,0,0
841,Upper Wheeler,1995,4.4,7.5,13,15.5,17.4,14,0,0,0,0
841,Upper Wheeler,1996,0.1,4.9,9.2,11.1,12.2,3.3,0,0,0,0
841,Upper Wheeler,1997,3.1,10.3,12,15.3,17.5,12,0,0,0,0
841,Upper Wheeler,1998,3,4.4,9.4,12.4,15.3,6.9,0,0,0,0
841,Upper Wheeler,1999,3.2,8.1,10.3,18.7,20.5,14,0,0,0,0
841,Upper Wheeler,2000,0.8,3.4,7.8,9.3,9.3,0,0,0,0,0
841,Upper Wheeler,2001,2.1,5.2,6.8,8.5,9.9,7.7,0,0,0,0
841,Upper Wheeler,2002,2.8,6.2,7.8,8.8,10.6,7.9,0,0,0,0
841,Upper Wheeler,2003,0,5,10.2,11.2,12.7,4.1,0,0,0,0
841,Upper Wheeler,2004,2.6,6.8,10.1,13.5,15.7,5.4,0,0,0,0
841,Upper Wheeler,2005,0,2.8,3.6,5.9,7.3,0,0,0,0,0
841,Upper Wheeler,2006,3.3,6.4,12.4,14.5,18.3,10.8,0,0,0,0
841,Upper Wheeler,2007,3.1,8.8,10.4,12.5,11.3,3.3,0,0,0,0
841,Upper Wheeler,2008,1.2,5.7,9.8,12.7,13.9,12.9,0,0,0,0
841,Upper Wheeler,2009,0,4.5,6.1,7.6,11.3,10.7,0,0,0,0
841,Upper Wheeler,2010,1.6,4.1,7.6,10.5,11.8,6.6,0,0,0,0
841,Upper Wheeler,2011,2.3,6,6.6,8.8,13.2,12,0,0,0,0
841,Upper Wheeler,2012,1.9,3,6.3,8.2,11.6,5.2,0,0,0,0
841,Upper Wheeler,2013,2,6.3,6.8,7.3,7.9,0.9,0,0,0,0
974,Waterhole,2000,5.1,16.6,30.6,35.9,41.3,39.3,27.1,0,0,0
974,Waterhole,2001,5.5,9.2,12.4,15.9,20,22.9,2.7,0,0,0
974,Waterhole,2002,4.7,20.2,30,36.1,46.6,47.9,33.5,0,0,0
974,Waterhole,2003,1.5,13.5,19,22.3,34.9,36.5,22,0,0,0
974,Waterhole,2004,8.8,21.6,29,24.2,23.9,20.2,10.1,0,0,0
974,Waterhole,2005,2.2,4.8,0,3,7.9,8.3,0,0,0,0
974,Waterhole,2006,7.5,6.5,24.3,30.9,39.6,38.5,15.5,0,0,0
974,Waterhole,2007,16.7,28.1,38.2,44.1,45.1,42.2,15.4,0,0,0
974,Waterhole,2008,4.4,19.6,36.7,45.1,51.2,54.9,38.8,9.7,0,0
974,Waterhole,2009,0.8,10.9,15.2,18.5,27.3,29,15.2,0,0,0
974,Waterhole,2010,17,18.3,29.3,34.5,42,50.6,46.9,9.9,0,0
974,Waterhole,2011,7.4,20.8,25.5,37.1,56.6,65.9,58.5,32.3,0,0
974,Waterhole,2012,10.2,14.6,26.8,35.3,55.3,53.5,40,13.2,0,0
974,Waterhole,2013,10.1,30.5,36.8,43.2,49,49.9,31,0,0,0
909,Wells Creek,1996,0.9,6.2,11.4,14.6,16,11.5,2.9,0,0,0
909,Wells Creek,1997,8.6,27.3,31.6,36.9,43.1,39.2,14.5,0,0,0
909,Wells Creek,1998,3.2,8.6,19.2,25.3,27.6,21,0,0,0,0
909,Wells Creek,1999,8.5,19.1,27.7,43.6,56.2,53.7,40,18.8,0,0
909,Wells Creek,2000,2.9,12.6,23.5,27.8,35.2,25.8,9.1,0,0,0
909,Wells Creek,2001,2.6,6.9,11.7,15.5,18.6,16.8,0,0,0,0
909,Wells Creek,2002,4.3,15.8,24.6,31.4,38.5,34.7,18.9,0,0,0
909,Wells Creek,2003,0,8.8,12.6,16,24.3,21.7,4.1,0,0,0
909,Wells Creek,2004,10.2,19.3,25.7,30,34.4,21.3,0,0,0,0
909,Wells Creek,2005,2.7,7.3,7.3,9.8,15.1,16.1,0,0,0,0
909,Wells Creek,2006,6.4,9.5,22.9,30.9,29.3,26.6,9.8,0,0,0
909,Wells Creek,2007,14.2,24.7,32.1,37.8,40.6,37.7,9.7,0,0,0
909,Wells Creek,2008,2.7,13.8,24.7,33.9,44.4,47.7,23.1,0,0,0
909,Wells Creek,2009,1.2,8.5,14,17.6,26.9,23.6,6.8,0,0,0
909,Wells Creek,2010,11.7,15.1,18.8,20.4,27.4,29.3,14.3,0,0,0
909,Wells Creek,2011,5,14,20.7,28.8,45.7,52.1,48.6,15.5,0,0
909,Wells Creek,2012,10.8,13.4,23.8,29.2,50,50.4,39,7.6,0,0
