Station Id,Station Name,Water Year,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep
699,Pope Ridge,2001,2.1,5.8,7.9,10.2,10.1,2.4,0,0,0,0
699,Pope Ridge,2002,3.6,9,12.3,15.1,18,6.4,0,0,0,0
699,Pope Ridge,2003,0,6.5,14.7,14.9,15.3,7.3,0,0,0,0
699,Pope Ridge,2004,4,8.1,11.1,13.3,10.3,0,0,0,0,0
699,Pope Ridge,2005,0.9,4.5,7.3,7.2,7.1,0,0,0,0,0
699,Pope Ridge,2006,4.7,9.2,19.1,19.8,23.3,13.5,0,0,0,0
699,Pope Ridge,2007,5.6,12.5,17,19.7,15.9,5.3,0,0,0,0
699,Pope Ridge,2008,1.8,11.2,16.1,18.2,17.1,13.9,0,0,0,0
699,Pope Ridge,2009,0.5,5.7,9.3,10.3,13.5,7.4,0,0,0,0
699,Pope Ridge,2010,3.7,6.7,12.5,14.6,13.6,8.8,0,0,0,0
699,Pope Ridge,2011,1.9,7.5,10.3,12.5,17.9,14.5,0,0,0,0
699,Pope Ridge,2012,4.8,8.7,15,18.5,23.2,9.3,0,0,0,0
699,Pope Ridge,2013,4.8,10.6,12.7,14.3,13.4,3.6,0,0,0,0
702,Potato Hill,1983,,,,,,,,,,
702,Potato Hill,1984,7.6,14,14.2,18.8,20.8,20.6,4.5,0,0,0
702,Potato Hill,1985,11.7,21.8,24.1,30.2,34.3,25.5,0,0,0,0
702,Potato Hill,1986,5,7.1,12.6,19.6,22.5,18.8,0,0,0,0
702,Potato Hill,1987,4.5,8.8,16.5,19.1,20.8,7.4,0,0,0,0
702,Potato Hill,1988,2.3,10.3,15.2,18.8,25.7,18.8,1.6,0,0,0
702,Potato Hill,1989,6.3,8.8,18.8,21.8,28.2,15.4,1.5,0,0,0
702,Potato Hill,1990,1.9,3,13.6,25,25,12.3,0,0,0,0
702,Potato Hill,1991,2.8,9.5,12.9,11.7,19.2,19.8,0.9,0,0,0
702,Potato Hill,1992,3.6,8.5,14.5,15.8,7.2,0,0,0,0,0
702,Potato Hill,1993,5.5,15.4,20.4,21.3,19.6,15.7,0,0,0,0
702,Potato Hill,1994,2.3,7.5,10.6,20.5,22.1,13.3,0,0,0,0
702,Potato Hill,1995,11.5,15.9,20.3,20.4,23.2,20.6,0,0,0,0
702,Potato Hill,1996,1.4,6.3,13.4,17.5,18.1,14.5,0,0,0,0
702,Potato Hill,1997,7.9,24.6,27.4,33.5,39.1,34.9,5.5,0,0,0
702,Potato Hill,1998,5.2,9.1,21.9,27,25.9,19,1.7,0,0,0
702,Potato Hill,1999,7.5,17.6,27.7,44.4,50.8,43.7,26.2,0,0,0
702,Potato Hill,2000,5.8,15.1,27.7,31.7,35.4,26.4,6.8,0,0,0
702,Potato Hill,2001,3.9,9.1,12,14.5,16.2,14.8,0,0,0,0
702,Potato Hill,2002,5.6,17.1,27.2,30,37,30.2,7.9,0,0,0
702,Potato Hill,2003,0,7.2,10.7,15.2,24.1,20.8,0.6,0,0,0
702,Potato Hill,2004,7.5,14.6,22,24.2,24.1,15.3,0,0,0,0
702,Potato Hill,2005,1.4,4.7,4.1,2.7,2.6,0,0,0,0,0
702,Potato Hill,2006,6,12.3,26.4,31.1,35.7,26.8,2.7,0,0,0
702,Potato Hill,2007,9.7,17.5,23.3,30.4,29.1,21.4,0,0,0,0
702,Potato Hill,2008,3,17.2,28.4,37.6,45.3,44.5,22.2,0,0,0
702,Potato Hill,2009,0,11.5,18.2,20.4,30.1,29,11,0,0,0
702,Potato Hill,2010,9.1,12.2,18.5,20.7,27.2,28.1,17.8,0,0,0
702,Potato Hill,2011,5.9,15.7,18,25.7,37.7,44.9,32.4,5.2,0,0
702,Potato Hill,2012,8.1,10.4,19,28.1,43.6,36.8,16.7,0,0,0
702,Potato Hill,2013,3.8,16.6,22.6,27.3,30.1,26.2,6.5,0,0,0
707,Quartz Peak,1988,2.3,6,10.5,12.9,17.3,5.2,0,0,0,0
707,Quartz Peak,1989,6.6,11.4,18,21.1,25.7,17.6,0,0,0,0
707,Quartz Peak,1990,2.9,4,13.8,20.4,22.2,17.1,0,0,0,0
707,Quartz Peak,1991,1.9,7.1,11.7,13.2,17.8,15.3,0,0,0,0
707,Quartz Peak,1992,3.8,5.8,10.8,13.3,10.2,0,0,0,0,0
707,Quartz Peak,1993,5.7,11.4,16.7,17.4,18.2,16.8,0,0,0,0
707,Quartz Peak,1994,2.9,9.3,13.5,17.2,16.2,4.8,0,0,0,0
707,Quartz Peak,1995,11.2,16.4,21,23,23.9,18.9,0,0,0,0
707,Quartz Peak,1996,0.9,3.2,7.8,11.4,12,5.4,0,0,0,0
707,Quartz Peak,1997,9.6,20.3,24.8,30.6,36.1,28.4,0,0,0,0
707,Quartz Peak,1998,3.8,6.7,14.7,19.2,19.6,9.7,0,0,0,0
707,Quartz Peak,1999,3.8,13.5,21.2,30.5,30.8,24.9,4.8,0,0,0
707,Quartz Peak,2000,2.7,12.7,19.7,23.8,28.1,17.2,0,0,0,0
707,Quartz Peak,2001,3.7,6.5,8.6,10.9,10.8,9.9,0,0,0,0
707,Quartz Peak,2002,5.8,15,22.8,26.2,28,18,0,0,0,0
707,Quartz Peak,2003,1.9,7.8,11.1,13.4,13.5,7,0,0,0,0
707,Quartz Peak,2004,5.8,10.7,17.4,20.5,18.8,6.5,0,0,0,0
707,Quartz Peak,2005,1.8,4.6,4.8,4.7,1.7,0,0,0,0,0
707,Quartz Peak,2006,3.9,7.3,20.1,23.1,25.1,19.3,0,0,0,0
707,Quartz Peak,2007,6.3,10.8,15.2,20.4,15.7,4.3,0,0,0,0
707,Quartz Peak,2008,1.6,10.6,21.5,26,33.1,35.4,4.7,0,0,0
707,Quartz Peak,2009,1.4,9.8,13.4,16.4,22.1,14.6,0,0,0,0
707,Quartz Peak,2010,3.5,8,11.3,14.6,15.4,8.5,0,0,0,0
707,Quartz Peak,2011,5,11.5,16.6,19.9,26.3,34.2,18,0,0,0
707,Quartz Peak,2012,6.7,8.1,13,21,28,16.1,0,0,0,0
707,Quartz Peak,2013,2.8,9.6,14.2,17.6,16,7.2,0,0,0,0
711,Rainy Pass,1983,5.8,15.2,28.7,39.4,45.2,42.6,20.1,0,0,0
711,Rainy Pass,1984,7.3,11.7,21.8,28,32.3,34.5,29.4,0.5,0,0
711,Rainy Pass,1985,14.6,24.8,26,33,39.2,37.5,17.1,0,0,0
711,Rainy Pass,1986,10,11.4,24,32,34.2,35,19.8,0,0,0
711,Rainy Pass,1987,10.5,14.9,22.3,30.3,37.2,36,14.3,0,0,0
711,Rainy Pass,1988,2.7,18.5,22.6,26.9,35,32.3,20.1,0,0,0
711,Rainy Pass,1989,10.2,13.5,23.3,26.6,34.8,35.3,23.5,0,0,0
711,Rainy Pass,1990,4.9,9.8,24.6,40.5,45.7,38.6,28,0,0,0
711,Rainy Pass,1991,16.1,28.4,40.6,51.7,59,63.5,45.2,17,0,0
711,Rainy Pass,1992,10.9,21.7,34.8,39.5,40.5,35,5.5,0,0,0
711,Rainy Pass,1993,6.9,15.5,20.7,21.8,26,25.6,0,0,0,0
711,Rainy Pass,1994,4.1,12.7,19.8,29,33,25.2,0,0,0,0
711,Rainy Pass,1995,17.3,32.2,38.7,48.6,53,52,25.8,0,0,0
711,Rainy Pass,1996,12,22.1,36.6,51.3,51.4,50,36.8,1.8,0,0
711,Rainy Pass,1997,10.9,29.5,43.6,46.6,56.4,54.7,41.5,8.8,0,0
711,Rainy Pass,1998,6.4,13.7,24.9,28.9,32.9,29,14.1,0,0,0
711,Rainy Pass,1999,11.7,27.9,40.1,53.2,61.7,58.7,43.9,19.2,0,0
711,Rainy Pass,2000,6,15.6,25,31.2,38.5,33.3,18,0,0,0
711,Rainy Pass,2001,3.2,8.4,13.4,18,23.1,21.8,1.2,0,0,0
711,Rainy Pass,2002,10,19.9,32,41.4,49,49.1,35.5,0,0,0
711,Rainy Pass,2003,2.7,10.5,23.3,25.9,35.9,34.2,19.6,0,0,0
711,Rainy Pass,2004,10.3,16.7,23.7,26,30.4,23.6,5,0,0,0
711,Rainy Pass,2005,3.5,9,10.6,11.1,15.6,13,0,0,0,0
711,Rainy Pass,2006,4.9,11.3,27.8,36.6,41.3,37.7,20.4,0,0,0
711,Rainy Pass,2007,10.5,23.3,31.4,35.8,38.8,33.9,13.9,0,0,0
711,Rainy Pass,2008,4.6,16.4,24.8,31.9,34.3,32.6,17.1,0,0,0
711,Rainy Pass,2009,3.1,9.1,19.6,21.6,27.6,29.5,12.5,0,0,0
711,Rainy Pass,2010,11.1,14.8,22.4,24.6,28.2,27.4,18.5,0,0,0
711,Rainy Pass,2011,3.6,14.3,22.5,29.5,44,48.7,37.4,9.7,0,0
711,Rainy Pass,2012,11.9,19.1,33.3,38.7,50.3,51.5,35.1,11.1,0,0
711,Rainy Pass,2013,7.2,17.8,25.2,30.1,33.5,32.2,14.4,0,0,0
911,Rex River,1996,0.5,5,9.8,4.1,1.3,0.3,0,0,0,0
911,Rex River,1997,7.7,26.6,27.4,36,46.7,43.7,10.3,0,0,0
911,Rex River,1998,2.1,8.1,21.4,26.6,26.9,14.2,0,0,0,0
911,Rex River,1999,5.2,13.9,25.7,41.4,44.7,37.9,21.2,0,0,0
911,Rex River,2000,2.4,13.9,24.9,29.6,39.3,26.1,1.6,0,0,0
911,Rex River,2001,3.6,7.4,10.5,15.6,19.1,15.6,0,0,0,0
911,Rex River,2002,5.6,15.9,35,41.1,55.6,47.3,22.3,0,0,0
911,Rex River,2003,0,5.3,3,9.8,15.9,11.9,0,0,0,0
911,Rex River,2004,7.6,16.7,25.3,31.9,31.4,5.7,0,0,0,0
911,Rex River,2005,1.8,4.1,0,2.3,7.2,0,0,0,0,0
911,Rex River,2006,7,8.6,29.8,40.7,45.3,34.7,0,0,0,0
911,Rex River,2007,14.2,24.9,36.5,43.1,36.5,27.2,0,0,0,0
911,Rex River,2008,2.8,19.5,39.7,62.2,80.1,90,51.1,3.8,0,0
911,Rex River,2009,0,14.8,22.4,24.9,46.6,47.7,17.9,0,0,0
911,Rex River,2010,7.5,8.7,12.3,15.2,19.1,20,3.2,0,0,0
911,Rex River,2011,6.6,13.2,12.2,27.3,35.4,50.5,33,0,0,0
911,Rex River,2012,14.5,16.6,29.8,42.1,58,49.6,23.5,0,0,0
911,Rex River,2013,2.1,17.7,27.3,38.6,43.6,43.5,13.8,0,0,0
728,Salmon Meadows,1982,5.3,8,9.9,13.9,18.8,13.1,0,0,0,0
728,Salmon Meadows,1983,,,,,,,,,,
728,Salmon Meadows,1984,5.2,7.2,7.7,9.7,12,7.9,0,0,0,0
728,Salmon Meadows,1985,4.3,5,5.6,6.4,8.1,0,0,0,0,0
728,Salmon Meadows,1986,3.4,4.6,6.1,7.3,6.8,0,0,0,0,0
728,Salmon Meadows,1987,1,2.3,6,7.8,8.5,0,0,0,0,0
728,Salmon Meadows,1988,0.7,5.4,6.5,6.6,7.7,0,0,0,0,0
728,Salmon Meadows,1989,2.8,4.2,5.3,7.9,10,0,0,0,0,0
728,Salmon Meadows,1990,1.6,1.9,6.1,6.7,6.2,0,0,0,0,0
728,Salmon Meadows,1991,1.1,3.1,4.1,4.9,6,0,0,0,0,0
728,Salmon Meadows,1992,2.6,4.1,6.5,9.4,5.1,0,0,0,0,0
728,Salmon Meadows,1993,2.4,5.2,6.8,8,8.1,3.9,0,0,0,0
728,Salmon Meadows,1994,0.6,4.2,5.4,9.6,7.5,0,0,0,0,0
728,Salmon Meadows,1995,5.4,7.9,12.7,13.5,16.1,9.8,0,0,0,0
728,Salmon Meadows,1996,1.7,4.6,6.5,9.4,9.9,1.2,0,0,0,0
728,Salmon Meadows,1997,4,12.4,14.6,15.8,17.9,9,0,0,0,0
728,Salmon Meadows,1998,1.5,2.5,7.5,12.9,13.5,4.8,0,0,0,0
728,Salmon Meadows,1999,3.4,6.6,9.2,14.4,15.7,7.2,0,0,0,0
728,Salmon Meadows,2000,1.3,2.7,5,7.3,8.2,0,0,0,0,0
728,Salmon Meadows,2001,1.6,2.9,3.6,4.4,6.4,0,0,0,0,0
728,Salmon Meadows,2002,3.3,6.8,7.7,8.8,10.1,0.2,0,0,0,0
728,Salmon Meadows,2003,0.7,6.3,9.3,9.8,9.4,1.3,0,0,0,0
728,Salmon Meadows,2004,1.6,5.1,6.6,8.6,8,0,0,0,0,0
728,Salmon Meadows,2005,0,2.8,4.8,4.7,5.4,0,0,0,0,0
728,Salmon Meadows,2006,2.6,5.6,10.2,12.5,15,5.7,0,0,0,0
728,Salmon Meadows,2007,4,8.5,9,10.9,9.5,0,0,0,0,0
728,Salmon Meadows,2008,0.9,4.5,7.8,8.6,9.7,6.5,0,0,0,0
728,Salmon Meadows,2009,0.6,2.1,2.5,4.1,5.7,0,0,0,0,0
728,Salmon Meadows,2010,2.6,4,8.2,10.9,11,2.6,0,0,0,0
728,Salmon Meadows,2011,1.8,5.5,6.4,8.4,13.7,9.6,0,0,0,0
728,Salmon Meadows,2012,2.3,3.3,5.5,7.2,12.1,0.6,0,0,0,0
728,Salmon Meadows,2013,3.7,9.1,10.1,10.2,9.7,0,0,0,0,0
734,Sasse Ridge,1985,13.6,21.8,23.1,27.5,34.2,29.1,0,0,0,0
734,Sasse Ridge,1986,7.5,9.9,18,25.3,24.8,21.8,3.5,0,0,0
734,Sasse Ridge,1987,6.1,11.9,23.5,25.9,28,14.5,0,0,0,0
734,Sasse Ridge,1988,2.5,13.1,20.3,25,31.8,20.6,0,0,0,0
734,Sasse Ridge,1989,9.5,11.8,23.5,27.8,34.8,28.8,0.3,0,0,0
734,Sasse Ridge,1990,3.9,6.1,21.1,33.1,39.2,29.9,4.2,0,0,0
734,Sasse Ridge,1991,2.7,10.6,17.1,19.4,24.8,25.2,0,0,0,0
734,Sasse Ridge,1992,6.3,14.5,21.8,26,23.6,11.7,0,0,0,0
734,Sasse Ridge,1993,7.9,17.5,22.5,24,27,21.7,0,0,0,0
734,Sasse Ridge,1994,3.1,9.9,15.4,26.6,30.2,18.5,0,0,0,0
734,Sasse Ridge,1995,11.7,22.3,32.6,36.2,40,35.5,0,0,0,0
734,Sasse Ridge,1996,0.2,10,19.1,29,30.6,24.7,0.4,0,0,0
734,Sasse Ridge,1997,11.3,32.7,41.9,49.7,61.4,59.4,21.7,0,0,0
734,Sasse Ridge,1998,5.8,10.3,23.4,32.3,37.7,29.5,0,0,0,0
734,Sasse Ridge,1999,7.1,23,33.4,53,57.9,54.6,35,0,0,0
734,Sasse Ridge,2000,1.8,11.8,24.2,31.9,37,29,2.8,0,0,0
734,Sasse Ridge,2001,3.6,9.3,11.9,15.4,20.9,18.5,0,0,0,0
734,Sasse Ridge,2002,7.7,17.4,29.2,34.9,45,46.7,18.9,0,0,0
734,Sasse Ridge,2003,0,9.1,17.2,19.5,28.5,22.9,0,0,0,0
734,Sasse Ridge,2004,7.8,15.8,23.2,25.8,29,18.9,0,0,0,0
734,Sasse Ridge,2005,2.9,4.8,6.3,9,14.3,8.8,0,0,0,0
734,Sasse Ridge,2006,7.3,11.4,28.7,34.9,41,38.4,11.4,0,0,0
734,Sasse Ridge,2007,10.7,23.2,32,39.7,32.6,24.2,0,0,0,0
734,Sasse Ridge,2008,2.6,16.3,27.3,36.3,39.9,38.1,11.5,0,0,0
734,Sasse Ridge,2009,0,8.3,13.6,15.9,23.8,21.7,5,0,0,0
734,Sasse Ridge,2010,6.3,9.4,16.6,22.2,26.5,26,11.8,0,0,0
734,Sasse Ridge,2011,4,12,17.6,20.2,32.8,35.9,21.3,0,0,0
734,Sasse Ridge,2012,9,14.1,23.5,33.5,43.1,38.6,16.6,0,0,0
734,Sasse Ridge,2013,5,16.3,20.3,26.1,28.1,26.3,4.9,0,0,0
1231,Satus Pass,2012,,,,,,,,,,0
1231,Satus Pass,2013,0.8,6.6,7.4,8.4,4.6,0,0,0,0,0
1068,Sawmill Ridge,2006,,,,,,,,,0,0
1068,Sawmill Ridge,2007,12.3,28.1,41.8,50.2,51.1,44.4,3,0,0,0
1068,Sawmill Ridge,2008,2.1,16,33.6,49.6,61.6,66.8,36,0,0,0
1068,Sawmill Ridge,2009,0,20,30.1,36.1,52.7,55.7,26.8,0,0,0
1068,Sawmill Ridge,2010,12.1,20.2,28.5,31.5,36.9,40.8,24.6,0,0,0
1068,Sawmill Ridge,2011,5.3,17.4,22.2,31.2,48.5,56.1,46.8,1.5,0,0
1068,Sawmill Ridge,2012,9.5,12.9,32.5,44.1,57.6,51.5,23.8,0,0,0
1068,Sawmill Ridge,2013,3.2,19.7,27,33,37.6,37.9,1.9,0,0,0
1043,Sentinel Butte,2003,,,,,,,,,,0
1043,Sentinel Butte,2004,1.6,3.7,6.2,8.2,7.7,0,0,0,0,0
1043,Sentinel Butte,2005,1.1,3.2,4.3,4.2,5.1,0,0,0,0,0
1043,Sentinel Butte,2006,2.6,4.9,7.8,9.6,11.3,4.1,0,0,0,0
1043,Sentinel Butte,2007,2.4,5.6,6.9,10.3,7.5,0,0,0,0,0
1043,Sentinel Butte,2008,0,2.3,5.2,6.3,8.5,9.4,0,0,0,0
1043,Sentinel Butte,2009,0,3.3,4.5,6.1,7.8,7.2,0,0,0,0
1043,Sentinel Butte,2010,2.5,4.2,6.5,8.1,10,5.4,0,0,0,0
1043,Sentinel Butte,2011,2.4,4.9,6.5,7.9,11.9,14.7,0,0,0,0
1043,Sentinel Butte,2012,2,2.4,3.7,6.5,9.8,4.1,0,0,0,0
1043,Sentinel Butte,2013,2.3,6,7.2,8.7,8.8,6.7,0,0,0,0
748,Sheep Canyon,1983,,,,,,,,,,
748,Sheep Canyon,1984,9.6,19.8,18.3,29.4,37.7,48.3,33.6,0,0,0
748,Sheep Canyon,1985,16.6,33.4,34.4,45.8,55.8,48.9,33.7,0,0,0
748,Sheep Canyon,1986,8.4,13.9,17.1,7.8,4.9,5.5,0,0,0,0
748,Sheep Canyon,1987,3.8,9.3,25.3,27.7,28.9,12.9,0,0,0,0
748,Sheep Canyon,1988,3,6.8,14.4,19,39,31.5,2.6,0,0,0
748,Sheep Canyon,1989,12.2,22,39.2,46.7,65.6,52.2,27.1,0,0,0
748,Sheep Canyon,1990,5.8,1.5,20.8,42.9,48.2,24.6,0,0,0,0
748,Sheep Canyon,1991,8,18.9,17.3,19.8,31.3,29.5,6.5,0,0,0
748,Sheep Canyon,1992,4.5,9.9,13.5,9.4,0.8,0.8,0,0,0,0
748,Sheep Canyon,1993,5.2,25.7,34.1,35.8,32,18.9,0,0,0,0
748,Sheep Canyon,1994,4.1,8.2,11,25.8,30.1,24.7,0,0,0,0
748,Sheep Canyon,1995,14.6,22.3,25.1,20.7,22.3,19.4,0,0,0,0
748,Sheep Canyon,1996,0.3,4.2,11.6,9.4,8.4,5.7,0,0,0,0
748,Sheep Canyon,1997,5.7,23,22,30,41,34.7,4.1,0,0,0
748,Sheep Canyon,1998,1.5,8.6,23.5,36.6,34.4,29.7,12.6,0,0,0
748,Sheep Canyon,1999,8,15.6,38.7,68.1,77.9,79.3,68.4,42,0,0
748,Sheep Canyon,2000,4.6,18.2,40.6,43.7,51.7,44.2,26.5,0,0,0
748,Sheep Canyon,2001,5.7,10.9,13.3,17,19.1,20.8,0.1,0,0,0
748,Sheep Canyon,2002,7,21.7,33.9,39.5,51.9,44.9,28.7,0,0,0
748,Sheep Canyon,2003,0,10.3,2.5,8.6,14.7,16,0,0,0,0
748,Sheep Canyon,2004,7.7,15.6,19.6,29.7,33.4,27.1,6.1,0,0,0
748,Sheep Canyon,2005,1.6,5.9,2.5,4,5.1,1.1,0,0,0,0
748,Sheep Canyon,2006,10.3,7.6,28.4,33.9,49.4,44.7,18.2,0,0,0
748,Sheep Canyon,2007,14.6,17.6,26.3,39.3,33.8,28.6,8.1,0,0,0
748,Sheep Canyon,2008,3.9,24,47.8,59,73.3,79.5,65.3,38.6,0,0
748,Sheep Canyon,2009,0,17.2,25.1,29.4,45.9,47.4,27.6,0,0,0
748,Sheep Canyon,2010,13.4,12.5,13.3,14.2,24.7,31.7,24.5,0,0,0
748,Sheep Canyon,2011,12.6,24,22.7,35,50.2,64.8,60.1,35.2,1.2,0
748,Sheep Canyon,2012,8.7,11,22,32.3,55.6,50.4,34.9,10.5,0,0
748,Sheep Canyon,2013,2.8,26.4,37.7,45.1,46.1,43.2,23.7,0,0,0
912,Skookum Creek,1996,0.3,0.1,8.6,2.7,1.7,0.3,0,0,0,0
912,Skookum Creek,1997,5.7,21.2,23,32.5,44.3,41.1,0,0,0,0
912,Skookum Creek,1998,0.5,6.8,18.9,22.9,23.2,7.5,0,0,0,0
912,Skookum Creek,1999,3.8,9.7,25.8,40.9,50.2,44.8,22.9,0,0,0
912,Skookum Creek,2000,3.6,13.9,31.7,35.4,41.7,25,0,0,0,0
912,Skookum Creek,2001,3.5,6.1,9.1,16.3,14.7,12.1,0,0,0,0
912,Skookum Creek,2002,7.2,19.8,34.5,41.4,59,50.3,28.7,0,0,0
912,Skookum Creek,2003,0,3.1,0,5.3,8.4,4.5,0,0,0,0
912,Skookum Creek,2004,6.6,16.7,21.3,30.1,30.2,0.4,0,0,0,0
912,Skookum Creek,2005,1.6,1.3,0,2.7,4.4,0,0,0,0,0
912,Skookum Creek,2006,5.5,2.8,17.2,30.7,39,28.6,0,0,0,0
912,Skookum Creek,2007,9.3,15.1,26.4,32.7,24.2,12.9,0,0,0,0
912,Skookum Creek,2008,1.8,17.7,37.2,57.6,75,85.4,43,3,0,0
912,Skookum Creek,2009,0,15.8,28.4,34.3,58.5,61.7,18.3,0,0,0
912,Skookum Creek,2010,5.9,4.4,0,0,5.2,6,0,0,0,0
912,Skookum Creek,2011,4.7,7.9,8.1,19.3,28.2,44.3,30.5,0,0,0
912,Skookum Creek,2012,9,12.8,23.6,38.1,57.2,45.4,13.9,0,0,0
912,Skookum Creek,2013,0,20.6,34.6,49.7,54,46.4,3.5,0,0,0
985,Sourdough Gulch,2001,0,0.3,0.7,0,0,0,0,0,0,0
985,Sourdough Gulch,2002,0.7,1.9,0.9,0,0,0,0,0,0,0
985,Sourdough Gulch,2003,0,0.4,0,0.4,0,0,0,0,0,0
985,Sourdough Gulch,2004,0,0.4,0.9,0,0,0,0,0,0,0
985,Sourdough Gulch,2005,0.2,0,0,0,0,0,0,0,0,0
985,Sourdough Gulch,2006,0.4,0,0.7,0.4,0,0,0,0,0,0
985,Sourdough Gulch,2007,1.5,0.8,1.5,0.4,0,0,0,0,0,0
985,Sourdough Gulch,2008,1.1,3.2,10.5,12.8,9.2,0,0,0,0,0
985,Sourdough Gulch,2009,0.3,4,5.4,3.5,5,0,0,0,0,0
985,Sourdough Gulch,2010,0.4,0.6,0.3,0,0,0,0,0,0,0
985,Sourdough Gulch,2011,1.1,1.3,0,5.4,0,0,0,0,0,0
985,Sourdough Gulch,2012,0,0.5,1.5,0.8,0,0,0,0,0,0
985,Sourdough Gulch,2013,0,1,1.8,2.5,0,0,0,0,0,0
776,Spencer Meadow,1983,6.7,17,21.1,28.7,30.2,22.6,0,0,0,0
776,Spencer Meadow,1984,5.9,12.3,12.4,17.6,20.7,19.6,0,0,0,0
776,Spencer Meadow,1985,,,,,,,,,,
776,Spencer Meadow,1986,5.8,7.5,16.3,19.3,16.1,10.2,0,0,0,0
776,Spencer Meadow,1987,1.9,9.1,22.5,27.7,29.1,11.5,0,0,0,0
776,Spencer Meadow,1988,2.1,7.5,16.6,20,25.8,14.5,0,0,0,0
776,Spencer Meadow,1989,7.2,13.8,23.5,30,39.7,24.3,0,0,0,0
776,Spencer Meadow,1990,3,1.7,19.8,37.6,36.8,20.2,0,0,0,0
776,Spencer Meadow,1991,3.2,9.4,11.4,6.6,13.3,9.8,0,0,0,0
776,Spencer Meadow,1992,2.6,5,10.4,8.2,0.2,0.3,0,0,0,0
776,Spencer Meadow,1993,4.7,19.9,28.9,29,22.6,15.5,0,0,0,0
776,Spencer Meadow,1994,4.3,10.3,13,28.8,29.5,18.4,0,0,0,0
776,Spencer Meadow,1995,14.4,21.5,25.4,26.1,28.1,19.2,0,0,0,0
776,Spencer Meadow,1996,0,6.6,15.9,19.6,18.3,9.1,0,0,0,0
776,Spencer Meadow,1997,8.7,33.7,37.8,42.2,51.7,46.1,0.3,0,0,0
776,Spencer Meadow,1998,2.8,9.2,26.6,38.9,38.3,25.5,0,0,0,0
776,Spencer Meadow,1999,6.4,16.3,36.4,61.9,73.2,68.6,46.6,0,0,0
776,Spencer Meadow,2000,2,12.4,34.6,43.7,49.9,35.6,4.2,0,0,0
776,Spencer Meadow,2001,4.8,12.5,14.7,18.6,19.4,13.6,0,0,0,0
776,Spencer Meadow,2002,7.1,20.4,34,42.4,54.7,42.3,12.8,0,0,0
776,Spencer Meadow,2003,0,10.6,8.2,12.9,15.3,11.4,0,0,0,0
776,Spencer Meadow,2004,6.4,16,24.2,31.4,32.1,14.8,0,0,0,0
776,Spencer Meadow,2005,1.4,4.6,3.2,4.4,4.2,0,0,0,0,0
776,Spencer Meadow,2006,9.6,12.3,30.4,36.2,45.8,37.6,1.8,0,0,0
776,Spencer Meadow,2007,13.4,20.7,27.8,38.1,35.4,23.7,0,0,0,0
776,Spencer Meadow,2008,3.9,22.4,41.2,51.4,61,65.4,42.4,0,0,0
776,Spencer Meadow,2009,0,14,19.5,22.2,32.3,30.7,0,0,0,0
776,Spencer Meadow,2010,10.3,13.5,14.2,16.2,23.6,23.3,0.7,0,0,0
776,Spencer Meadow,2011,7.9,16.9,15,23.7,36.9,44.3,28.9,0,0,0
776,Spencer Meadow,2012,6.4,7.6,17.2,24.4,43,36.8,10.6,0,0,0
776,Spencer Meadow,2013,2.8,18.8,24.6,30.7,31.6,23.3,0,0,0,0
777,Spirit Lake,1985,8.2,19.4,17.2,19.1,16.4,0,0,0,0,0
777,Spirit Lake,1986,1.3,0.4,0,0,0,0,0,0,0,0
777,Spirit Lake,1987,0,1.1,5.8,3.8,0,0,0,0,0,0
777,Spirit Lake,1988,0,0.7,3.5,0,4.6,1.5,0,0,0,0
777,Spirit Lake,1989,4.4,6.8,12.5,13.6,13.4,0,0,0,0,0
777,Spirit Lake,1990,0.6,0,10.1,15.5,0,0,0,0,0,0
777,Spirit Lake,1991,1,3.9,1.1,0,1.5,0,0,0,0,0
777,Spirit Lake,1992,0,0.2,0.2,0,0,0,0,0,0,0
777,Spirit Lake,1993,4.3,13.4,18.2,11.3,0,0,0,0,0,0
777,Spirit Lake,1994,0,2.4,0,7.8,0.9,0,0,0,0,0
777,Spirit Lake,1995,14.1,3.1,0.7,3.5,3.8,4.2,0,0,0,0
777,Spirit Lake,1996,0.4,0.6,8.3,0.7,0,0,0,0,0,0
777,Spirit Lake,1997,1.9,8.2,0,3.4,0.8,0,0,0,0,0
777,Spirit Lake,1998,0.3,3.1,3.3,6.6,0.6,0,0,0,0,0
777,Spirit Lake,1999,2.1,3,12.4,25.1,25.1,5.1,0,0,0,0
777,Spirit Lake,2000,0,0.5,9.9,11.4,11.9,0,0,0,0,0
777,Spirit Lake,2001,0.9,2.4,2.3,2.8,0,0,0,0,0,0
777,Spirit Lake,2002,4.2,9.5,11,10.2,14.8,0,0,0,0,0
777,Spirit Lake,2003,0,5,0,2.1,0,0,0,0,0,0
777,Spirit Lake,2004,1.2,4.9,1.5,8.7,1.1,0,0,0,0,0
777,Spirit Lake,2005,1.4,2.4,0,0,1.6,0,0,0,0,0
777,Spirit Lake,2006,1.6,1.3,6,5.6,11.9,0,0,0,0,0
777,Spirit Lake,2007,2.3,4.3,4,7.1,0,0,0,0,0,0
777,Spirit Lake,2008,3,10.6,16.3,16.4,29.6,32.3,0,0,0,0
777,Spirit Lake,2009,0,5,5.7,6,14.7,4.5,0,0,0,0
