year,month,31N,32N,33N,34N,35N,36N,37N,38N,39N,40N,41N,42N,43N,44N,45N,46N,47N
2003,2,0.092,0.156,0.371,0.401,0.573,0.438,0.615,0.451,0.862,0.846,0.537,0.645,0.856,0.028,0.116,-0.195,-0.139
2003,3,0.444,0.471,0.794,0.878,1.005,0.971,0.827,0.381,0.712,0.471,0.013,0.16,-0.339,-0.501,-0.463,-0.144,-0.657
2003,4,0.482,0.561,0.716,0.732,0.75,0.701,0.572,0.282,0.706,0.424,0.086,0.295,-0.111,-0.29,-0.25,-0.002,-0.425
2003,5,0.204,0.437,0.534,0.848,1.335,1.484,1.447,1.179,1.722,1.492,0.95,1.192,1.005,0.165,0.454,0.191,0.168
2003,6,0.307,0.344,0.513,0.888,0.858,1.401,1.15,0.762,2.221,1.56,1.173,1.682,1.444,0.709,0.918,0.461,0.435
2003,7,0.144,0.213,0.317,0.501,0.503,1.183,0.641,0.548,1.78,2.179,1.305,1.479,1.184,0.549,0.68,0.406,0.346
2003,8,0.678,0.622,0.792,1.044,0.822,0.764,0.681,0.649,0.966,1.279,0.897,0.788,1.025,0.531,0.513,0.4,0.356
2003,9,0.409,0.433,0.611,0.572,0.471,0.65,0.49,0.632,0.81,0.854,0.69,0.806,0.781,0.543,0.501,0.376,0.227
2003,10,0.305,0.192,0.312,0.496,0.805,0.762,0.688,0.351,0.983,1.005,0.243,0.758,0.108,-0.151,-0.318,-0.247,-0.183
2003,11,0.483,0.226,0.428,0.288,0.414,0.044,0.307,0.169,0.132,0.056,-0.092,0.108,0.097,-0.156,-0.213,0.135,0.003
2003,12,0.223,0.19,0.269,0.123,-0.018,0.284,-0.045,-0.066,-0.324,-0.46,-0.94,-0.576,-0.259,-0.493,-0.5,-0.313,-0.374
2004,1,0.316,0.395,0.418,0.474,0.571,0.624,0.253,0.059,0.258,-0.207,-0.877,-0.423,-0.091,-0.597,-0.336,-0.336,-0.134
2004,2,0.328,0.375,0.574,0.38,0.201,0.084,-0.208,-0.119,0.111,-0.016,-0.651,-0.369,-0.119,-0.455,-0.266,-0.046,-0.346
2004,3,0.471,0.496,0.55,0.79,1.121,1.044,1.228,0.969,1.58,1.255,1.027,1.4,0.668,-0.069,0.233,0.01,0.077
2004,4,0.528,0.491,0.672,0.737,0.732,0.777,0.915,0.272,1.02,0.593,0.469,0.903,0.51,0.153,0.117,0.126,0.052
2004,5,0.767,0.833,0.972,1.225,0.958,1.211,1.132,0.919,1.87,1.138,0.616,0.992,0.548,0.184,0.279,0.115,0.086
2004,6,0.182,0.344,0.49,0.94,1.177,1.472,1.272,0.94,1.75,1.875,0.961,1.383,0.894,0.479,0.535,0.358,0.325
2004,7,0.667,0.594,0.555,0.705,0.637,0.653,0.459,0.604,1.161,1.455,1.432,1.038,1.119,0.668,0.486,0.438,0.351
2004,8,0.472,0.469,0.362,0.504,0.559,0.595,0.464,0.443,0.663,0.811,0.552,0.462,0.673,0.455,0.364,0.262,0.192
2004,9,0.523,0.441,0.43,0.529,0.716,0.705,1.034,1.13,1.396,1.176,1.253,0.912,0.946,0.565,0.404,0.4,0.309
2004,10,0.251,0.195,0.248,0.354,0.385,0.211,0.453,0.403,0.477,0.607,0.548,0.685,0.518,0.276,0.029,0.129,0.049
2004,11,0.03,0.403,0.372,0.352,0.62,0.534,0.574,0.879,1.17,0.976,1.2,0.736,0.689,0.397,0.576,0.262,0.232
2004,12,0.25,0.13,0.132,0.031,-0.143,-0.296,-0.139,-0.168,0.154,0.449,0.74,0.077,0.351,-0.059,-0.13,0.008,-0.25
2005,1,0.387,0.324,0.314,0.051,0.049,0.21,0.054,-0.345,-0.349,-0.271,-0.612,-0.369,-0.228,-0.268,-0.362,-0.241,-0.454
2005,2,0.389,0.022,0.167,0.019,-0.007,-0.162,-0.153,-0.157,-0.051,0.218,-0.027,0.169,0.558,0.155,0.299,0.034,0.08
2005,3,0.595,0.64,0.481,0.513,0.739,0.583,0.655,0.463,0.472,0.287,-0.203,0.039,0.018,0.195,-0.271,0.07,-0.214
2005,4,0.37,0.597,0.815,1.03,1.366,1.193,1.033,0.479,1.159,0.91,0.351,0.8,0.163,-0.15,0.146,0.002,-0.037
2005,5,0.499,0.591,0.749,1.021,0.761,0.912,0.853,0.675,0.941,0.837,0.382,0.654,0.114,-0.156,-0.019,0.004,-0.085
2005,6,0.608,0.672,0.843,1.309,0.901,0.906,1.575,1.131,1.865,1.451,1.082,1.301,1.145,0.218,0.539,0.259,0.305
2005,7,0.247,0.338,0.314,0.387,0.556,0.759,0.733,0.716,1.765,1.879,1.556,1.622,1.363,1.018,0.832,0.686,0.502
2005,8,0.218,0.24,0.224,0.375,0.326,0.491,0.602,0.565,1.386,1.321,1.353,0.97,0.906,0.585,0.539,0.618,0.373
2005,9,0.454,0.43,0.519,0.772,0.726,0.802,1.073,0.994,1.323,1.084,1.537,0.7,0.899,0.641,0.545,0.527,0.398
2005,10,0.461,0.368,0.5,0.725,0.67,0.821,0.778,0.406,0.527,0.138,0.21,-0.022,0.078,-0.096,-0.298,-0.118,-0.239
2005,11,0.308,0.32,0.468,0.56,0.5,0.438,0.583,0.469,0.754,0.452,0.675,0.504,0.314,0.106,0.026,-0.008,-0.149
2005,12,0.391,0.269,0.347,0.213,-0.014,0.083,-0.252,0.126,0.118,-0.402,-1.063,-1.032,-0.541,-0.395,-0.574,-0.169,-0.694
2006,1,0.305,0.158,0.29,0.467,0.546,0.503,0.233,0.04,0.097,-0.206,-0.692,-0.341,-0.711,-0.228,-0.428,-0.114,-0.772
2006,2,0.341,0.078,0.29,0.361,0.354,0.623,0.48,0.548,0.786,0.581,0.256,0.583,0.433,-0.074,0.19,-0.063,0.121
2006,3,0.378,0.393,0.692,0.452,0.648,0.743,0.423,0.373,0.311,-0.293,-0.568,0.019,-0.348,-0.444,-0.648,-0.084,-0.647
2006,4,0.265,0.177,0.241,0.389,0.666,0.557,0.547,0.774,1.266,1.272,0.766,1.372,0.753,0.063,0.361,0.191,0.106
2006,5,0.255,0.38,0.525,0.946,1.132,1.288,1.253,0.928,1.579,1.439,0.984,1.094,1.204,0.121,0.69,0.267,0.311
2006,6,0.455,0.462,0.577,0.967,0.931,0.775,0.941,0.813,1.759,2.001,1.697,2.076,1.616,0.712,0.912,0.535,0.389
2006,7,0.243,0.198,0.311,0.576,0.67,0.634,1.039,0.908,2.074,2.054,1.367,1.886,1.69,0.791,0.842,0.511,0.437
2006,8,0.392,0.401,0.478,0.638,0.564,0.695,0.834,0.853,1.966,1.987,1.747,1.322,1.566,0.667,0.751,0.746,0.649
2006,9,0.555,0.482,0.555,0.592,0.67,0.585,0.716,0.827,1.497,1.128,1.039,0.921,0.992,0.401,0.297,0.301,0.244
2006,10,0.33,0.255,0.378,0.164,0.127,0.18,0.257,0.265,0.399,0.306,0.324,0.051,0.202,0.347,0.249,0.311,0.511
2006,11,0.338,0.251,0.354,0.222,0.362,0.338,0.227,-0.118,0.124,0.002,-0.705,-0.26,-0.574,-0.781,-0.416,-0.437,-0.61
2006,12,0.195,0.051,0.375,0.201,0.221,0.24,0.203,0.044,0.173,0.304,-0.501,-0.327,-0.415,-0.547,-0.481,-0.176,-0.667
2007,1,0.271,0.356,0.522,0.305,0.557,0.343,0.615,0.715,1.082,1.162,0.469,0.647,0.745,-0.106,0.102,-0.086,-0.276
2007,2,0.456,0.653,0.626,0.615,0.473,0.879,0.53,0.382,1.057,0.49,-0.063,-0.274,-0.19,-0.136,-0.176,-0.186,-0.468
2007,3,0.19,0.445,0.6,0.589,0.577,1.406,0.77,0.808,1.572,1.334,0.617,0.738,0.614,0.008,0.033,-0.182,-0.534
2007,4,0.323,0.672,0.965,1.237,1.174,1.355,1.278,0.416,1.334,0.635,0.402,0.308,0.393,-0.175,0.061,-0.097,-0.186
2007,5,0.6,0.566,0.629,0.785,0.687,1.043,0.841,0.949,1.729,1.452,1.195,1.246,1.094,0.353,0.712,0.323,0.331
2007,6,0.403,0.581,0.581,1.078,1.192,1.191,1.216,0.918,2.086,1.712,0.677,0.749,0.513,0.185,0.086,0.127,0.103
2007,7,0.39,0.453,0.397,0.634,0.672,0.723,0.706,0.417,1.324,1.7,1.246,1.634,0.847,0.429,0.432,0.289,0.225
2007,8,0.393,0.439,0.382,0.713,0.64,0.458,0.849,0.439,1.377,1.486,1.444,1.27,1.126,0.41,0.424,0.278,0.231
2007,9,0.424,0.62,0.62,0.719,0.736,0.794,0.973,0.868,1.424,1.382,1.357,1.158,1.037,0.431,0.345,0.141,0.164
2007,10,0.717,0.491,0.648,0.71,0.692,0.524,0.813,0.428,0.687,0.658,0.751,0.758,0.478,0.002,0.143,0.014,-0.15
2007,11,0.292,0.217,0.201,0.164,0.144,0.392,0.708,0.463,0.905,0.952,0.581,0.501,0.332,-0.021,0.083,0.006,-0.137
2007,12,0.324,0.379,0.57,0.373,0.64,0.154,0.429,0.194,0.461,0.381,-0.034,-0.26,-0.657,-0.567,-0.751,-0.485,-0.769
2008,1,0.107,0.158,0.208,0.016,0.176,-0.39,-0.439,-0.29,0.034,-0.014,-0.019,-0.145,-0.379,-0.419,-0.355,-0.228,-0.677
2008,2,0.333,0.457,0.484,0.462,0.759,0.943,0.699,0.503,0.948,1.185,0.174,0.248,0.118,-0.287,-0.072,0.107,-0.243
2008,3,0.698,0.875,1.011,1.303,1.383,1.684,1.734,0.749,1.377,1.163,0.291,0.51,0.136,-0.168,0.059,0.154,-0.12
2008,4,0.529,0.585,0.76,1.048,1.397,1.248,1.217,0.6,1.021,0.973,0.461,0.656,0.686,-0.01,0.278,0.093,0.143
2008,5,0.552,0.483,0.576,0.654,0.755,1.059,1.074,1.134,1.777,1.512,0.945,1.12,0.904,0.23,0.591,0.254,0.298
2008,6,0.509,0.323,0.487,0.666,0.962,1.523,0.955,1.027,1.85,2.054,1.228,1.572,0.987,0.415,0.559,0.343,0.341
2008,7,0.367,0.27,0.286,0.497,0.574,1.074,0.665,0.6,1.205,1.473,1.099,1.259,1.375,0.659,0.602,0.506,0.499
2008,8,0.361,0.252,0.262,0.459,0.522,0.571,0.699,0.837,1.624,2.022,1.151,1.098,0.639,0.236,0.254,0.158,0.11
2008,9,0.519,0.414,0.377,0.408,0.462,0.392,0.163,0.149,0.459,0.895,1.045,1.233,0.887,0.506,0.457,0.308,0.165
2008,10,0.284,0.299,0.408,0.426,0.43,0.464,0.44,0.514,0.835,0.736,0.489,0.501,0.231,0.033,-0.058,-0.021,-0.105
2008,11,0.392,0.119,0.293,0.362,0.644,0.34,0.355,0.086,0.195,-0.079,-0.321,-0.349,-0.581,-0.589,-0.555,-0.36,-0.61
2008,12,0.241,0.313,0.209,0.186,0.395,0.277,0.534,0.227,0.65,0.579,0.457,0.328,0.133,0.023,0.001,-0.019,-0.196
2009,1,0.114,0.279,-0.045,-0.038,0.271,0.235,0.357,0.122,0.39,0.328,0.415,0.343,0.25,-0.182,0.008,-0.037,-0.179
2009,2,0.097,0.246,0.38,0.156,0.123,-0.043,-0.068,-0.126,-0.056,-0.138,-0.44,-0.379,-0.07,-0.171,0.055,0.192,-0.192
2009,3,0.373,0.268,0.441,0.587,0.921,0.876,1.338,1.024,1.388,1.152,0.739,0.594,0.102,-0.171,0.084,0.022,-0.053
2009,4,0.552,0.542,0.682,0.958,1.112,1.264,1.063,0.827,1.171,1.103,0.761,1.129,0.79,0.173,0.317,0.108,0.221
2009,5,0.283,0.443,0.305,0.623,0.62,0.633,0.72,0.794,1.197,1.688,0.671,0.785,0.8,0.103,0.293,0.245,0.202
2009,6,0.561,0.437,0.461,0.539,0.4,0.563,0.551,0.564,1.167,1.525,1.084,1.245,0.695,0.323,0.309,0.359,0.253
2009,7,0.429,0.355,0.24,0.469,0.649,0.815,0.721,0.578,1.217,0.884,1.026,1.09,1.024,0.568,0.442,0.392,0.295
2009,8,0.485,0.446,0.343,0.44,0.429,0.552,0.65,0.701,0.949,1.384,0.831,0.838,0.779,0.347,0.29,0.206,0.135
2009,9,0.524,0.45,0.38,0.403,0.516,0.549,0.58,0.854,0.882,0.868,0.631,0.512,0.554,0.165,0.117,0.112,0.018
2009,10,0.458,0.409,0.485,0.512,0.557,0.68,0.679,0.732,0.95,0.953,0.624,0.522,0.397,-0.023,0.013,-0.015,-0.058
2009,11,0.474,0.222,0.377,0.453,0.544,0.567,0.604,0.334,0.602,0.426,0.193,0.049,-0.403,-0.691,-0.801,-0.382,-0.806
2009,12,0.241,0.162,0.178,0.069,-0.183,-0.027,-0.265,-0.003,-0.074,-0.016,-0.344,-0.131,-0.278,-0.376,-0.235,-0.207,-0.385
2010,1,-0.019,0.007,0.288,-0.107,-0.04,-0.117,-0.363,-0.434,-0.21,-0.611,-1.446,-1.147,-1.157,-0.882,-0.985,-0.344,-1.28
2010,2,0.366,0.3,0.403,0.245,0.172,0.28,-0.014,-0.144,0.096,0.217,-0.332,-0.214,-0.931,-0.197,-0.218,-0.171,-0.686
2010,3,0.594,0.461,0.67,0.674,0.815,1.069,0.857,0.53,0.833,0.68,0.036,0.282,-0.401,-0.232,-0.1,0.018,-0.443
2010,4,0.617,0.419,0.813,0.791,1.049,0.856,1.056,0.98,1.307,1.008,0.51,0.638,0.227,-0.188,0.074,0.089,-0.08
2010,5,0.789,0.588,0.719,0.95,1.174,1.451,1.229,0.856,0.909,0.77,0.56,0.75,0.416,-0.02,0.157,0.04,0.051
2010,6,0.335,0.46,0.381,0.834,1.26,1.17,1.388,1.35,1.988,1.457,1.261,1.325,0.868,0.253,0.25,0.196,0.141
2010,7,0.412,0.368,0.277,0.39,0.519,0.701,0.582,0.788,1.892,1.941,1.965,1.942,1.831,1.087,0.912,0.862,0.653
2010,8,0.588,0.545,0.451,0.665,0.667,0.543,0.744,0.757,1.387,2.237,0.867,0.965,0.817,0.27,0.274,0.204,0.234
2010,9,0.661,0.456,0.386,0.373,0.342,0.41,0.542,0.309,0.778,0.792,0.293,0.337,0.238,-0.061,-0.082,-0.034,-0.112
2010,10,0.455,0.169,0.25,0.152,0.13,0.133,0.044,0.235,0.493,0.636,0.132,0.209,-0.096,-0.212,-0.294,-0.243,-0.404
2010,11,0.238,0.296,0.47,0.279,0.346,0.398,0.626,0.511,0.626,0.306,0.12,-0.228,-0.39,-0.349,-0.183,-0.109,-0.278
2010,12,0.095,-0.156,0.206,0.163,-0.043,-0.162,-0.249,-0.2,-0.305,-0.591,-1.304,-1.24,-1.441,-1.079,-1.217,-0.414,-1.288
2011,1,-0.069,-0.151,-0.069,-0.062,0.312,0.181,0.472,0.398,0.438,0.405,-0.02,0.092,-0.285,-0.314,0.015,-0.199,-0.347
2011,2,-0.005,0.017,0.235,0.043,0.216,0.248,0.515,0.35,0.467,0.333,0.507,0.418,0.183,-0.158,0.187,0.013,-0.005
2011,3,0.594,0.411,0.443,0.343,0.391,0.33,0.128,0.103,-0.032,-0.326,-0.481,-0.424,-0.684,-0.298,-0.618,-0.112,-1.077
2011,4,0.982,0.697,0.761,0.971,1.077,0.837,1.047,0.803,0.956,1.045,0.572,0.828,0.591,-0.033,0.262,0.091,0.095
2011,5,0.853,0.74,0.914,1.081,0.78,0.964,0.902,0.758,1.416,1.073,0.74,0.637,0.581,-0.021,0.079,0.029,0.058
2011,6,0.462,0.532,0.504,0.583,0.803,0.929,1.224,1.187,1.674,1.597,0.978,1.247,0.772,0.251,0.263,0.167,0.141
2011,7,0.826,0.727,0.564,0.718,0.569,0.615,0.861,0.78,1.81,1.835,1.435,1.623,1.193,0.624,0.565,0.408,0.312
2011,8,0.691,0.639,0.576,0.788,0.869,0.711,1.019,1.196,1.839,1.859,1.109,1.327,0.952,0.308,0.364,0.378,0.261
2011,9,0.508,0.497,0.324,0.371,0.339,0.2,0.315,0.468,0.688,0.795,0.499,0.507,0.566,0.147,-0.006,0.137,-0.133
2011,10,0.493,0.334,0.317,0.372,0.477,0.484,0.456,0.427,0.596,0.605,0.461,0.409,0.313,0.132,0.044,-0.056,-0.153
2011,11,0.033,0.094,0.183,0.126,0.178,0.276,0.205,0.279,0.319,-0.111,-0.199,-0.343,-0.284,-0.368,-0.384,-0.244,-0.602
2011,12,0.087,0.055,0.243,0.141,0.044,0.021,-0.05,0.221,0.77,0.894,0.823,0.774,0.643,0.064,0.506,-0.028,-0.084
2012,1,0.193,0.085,0.306,0.118,0.287,0.206,0.291,0.182,0.168,0.032,-0.166,-0.425,-0.389,-0.521,-0.623,-0.321,-0.867
2012,2,0.46,0.238,0.59,0.613,0.781,0.874,1.199,0.828,1.064,0.818,0.49,0.617,0.429,-0.065,0.042,0.023,-0.2
2012,3,0.686,0.432,0.517,0.363,0.241,0.078,0.01,-0.169,-0.043,-0.267,-0.394,-0.38,-0.542,-0.555,-0.701,-0.113,-0.724
2012,4,0.479,0.372,0.362,0.585,0.886,1.001,0.683,0.377,0.59,0.288,-0.101,-0.012,-0.271,-0.264,-0.25,0.004,-0.401
2012,5,0.695,0.553,0.678,1.162,1.362,1.137,1.403,0.846,1.688,0.956,1.236,1.149,0.906,0.267,0.531,0.249,0.141
2012,6,0.731,0.584,0.604,0.865,0.86,1.021,1.092,1.233,1.793,1.295,1.108,0.763,0.584,0.022,0.172,-0.016,-0.012
2012,7,0.69,0.575,0.458,0.541,0.568,0.652,0.924,0.969,1.609,1.612,1.217,1.31,0.805,0.405,0.469,0.316,0.243
2012,8,0.522,0.327,0.337,0.479,0.659,0.709,0.865,0.823,1.227,1.241,0.815,1.196,0.785,0.473,0.528,0.379,0.3
2012,9,0.585,0.409,0.406,0.442,0.537,0.527,0.439,0.429,0.81,1.149,0.913,1.007,1.035,0.566,0.533,0.485,0.353
2012,10,0.552,0.465,0.466,0.407,0.303,0.376,0.159,0.261,0.313,-0.004,0.154,0.148,0.106,-0.075,-0.196,-0.113,-0.18
2012,11,0.368,0.224,0.223,0.14,0.079,0.074,-0.006,-0.033,-0.113,-0.353,-0.492,-0.564,-0.652,-0.817,-0.585,-0.524,-0.781
2012,12,0.638,0.383,0.303,0.267,0.394,0.288,0.192,0.404,0.439,0.298,-0.022,-0.264,-0.237,-0.825,-0.184,-0.562,-0.299
2013,1,0.333,0.348,0.44,0.335,0.725,0.592,0.673,0.332,0.59,0.478,0.373,0.165,0.301,-0.27,-0.072,0.049,0.029
2013,2,0.732,0.558,0.538,0.654,1.02,0.964,0.76,0.928,1.143,1.039,0.76,0.627,0.246,0.06,-0.069,-0.089,-0.062
2013,3,0.656,0.38,0.294,0.481,0.744,0.707,0.522,0.607,0.843,0.55,0.347,0.372,0.138,-0.003,-0.06,0.01,-0.018
2013,4,1.086,0.662,0.719,0.98,1.147,1.132,0.959,1.31,1.72,1.402,1.075,1.058,0.616,0.245,0.203,0.101,0.141
2013,5,0.92,0.522,0.598,1.218,1.292,1.275,0.952,0.798,1.231,1.014,0.507,0.631,0.37,0.208,0.185,0.108,0.038
2013,6,1.151,0.661,0.482,0.965,1.071,1.034,0.806,0.93,1.497,1.324,1.074,1.277,0.928,0.347,0.318,0.168,0.06
2013,7,0.864,0.598,0.434,0.642,0.588,0.473,0.287,0.644,1.564,1.961,2.163,2.345,2.014,1.292,1.231,0.851,0.66
2013,8,1.213,0.829,0.619,0.977,0.99,0.847,0.538,0.504,0.755,0.751,0.374,0.424,0.394,0.206,0.192,0.161,0.038
2013,9,0.979,0.637,0.477,0.809,1.186,1.031,0.741,0.621,0.775,0.521,0.291,0.279,0.069,-0.107,-0.113,-0.015,-0.009
2013,10,0.58,0.384,0.248,0.42,0.692,0.617,0.541,0.677,1.227,1.04,1.003,1.054,0.845,0.521,0.408,0.33,0.253
2013,11,0.232,0.239,0.16,0.177,0.447,0.453,0.503,0.49,0.715,0.436,0.17,0.286,0.112,0.105,-0.079,0.097,-0.027
2013,12,0.255,0.294,0.26,0.165,0.488,0.379,0.56,0.374,0.918,0.872,0.568,0.614,0.456,0.17,-0.033,0.191,0.079
2014,1,0.078,0.178,0.096,0.076,0.371,0.344,0.217,-0.05,0.081,0.173,-0.16,0.006,-0.134,0.006,-0.255,0.063,-0.161
2014,2,0.44,0.344,0.248,0.366,0.651,0.452,0.226,0.113,0.137,-0.099,-0.298,-0.279,-0.429,-0.262,-0.333,-0.121,-0.333
2014,3,0.734,0.401,0.308,0.346,0.357,0.196,0.052,0.184,0.312,0.395,0.272,0.263,0.123,-0.089,-0.287,-0.094,-0.17
2014,4,0.911,0.627,0.564,0.728,0.88,0.768,0.59,0.536,0.654,0.503,0.515,0.41,0.429,0.109,0.097,0.012,0.039
2014,5,0.717,0.532,0.64,0.891,1.187,1.26,1.025,1.109,1.396,1.224,0.793,0.708,0.524,0.212,0.174,0.088,0.142
2014,6,0.779,0.634,0.454,0.88,0.999,1.071,0.903,1.1,1.933,2.051,1.866,1.665,1.18,0.672,0.532,0.363,0.321
2014,7,0.604,0.513,0.301,0.47,0.42,0.362,0.308,0.37,0.715,0.707,1.166,1.381,1.181,0.899,0.735,0.607,0.488
2014,8,0.616,0.524,0.349,0.579,0.581,0.537,0.362,0.263,0.761,0.923,0.972,0.992,0.849,0.702,0.619,0.525,0.386
2014,9,0.83,0.663,0.522,0.728,0.774,0.597,0.359,0.266,0.344,0.358,0.497,0.341,0.282,0.166,0.108,0.023,-0.083
2014,10,0.487,0.284,0.185,0.376,0.63,0.523,0.343,0.267,0.301,0.152,-0.088,-0.216,-0.286,-0.34,-0.539,-0.287,-0.394
2014,11,0.412,0.326,0.204,0.183,0.306,0.235,0.146,0.083,0.005,-0.039,-0.168,-0.227,-0.199,-0.114,-0.262,-0.022,-0.547
2014,12,0.391,0.224,0.174,0.031,0.254,0.129,0.007,0.221,-0.163,-0.34,-0.814,-0.757,-0.437,-0.208,-0.664,-0.147,-0.562
2015,1,0.06,0.185,0.048,-0.043,0.215,0.297,0.193,0.056,0.147,0.052,-0.018,-0.004,0.094,-0.258,-0.194,-0.254,-0.144
2015,2,0.331,0.241,0.105,0.227,0.327,0.284,0.113,0.137,0.258,-0.016,-0.129,-0.372,0.024,-0.343,-0.44,-0.207,-0.151
2015,3,0.319,0.2,0.13,0.295,0.684,0.631,0.428,0.496,0.633,0.481,0.263,0.148,0.092,-0.067,-0.071,-0.079,-0.078
2015,4,0.726,0.437,0.454,0.89,1.263,1.222,0.888,1.395,1.483,1.314,0.979,0.969,0.719,0.335,0.237,0.184,0.165
2015,5,0.82,0.594,0.694,0.976,0.899,0.826,0.603,0.885,1.467,1.398,1.06,1.222,0.896,0.555,0.513,0.348,0.381
2015,6,0.721,0.612,0.48,0.741,0.778,0.709,0.521,0.627,0.996,1.353,1.418,1.37,0.792,0.708,0.731,0.559,0.527
2015,7,0.749,0.61,0.472,0.655,0.471,0.427,0.161,0.248,0.496,0.832,0.775,0.891,0.585,0.331,0.277,0.324,0.22
2015,8,0.712,0.626,0.543,0.878,0.819,0.819,0.4,0.195,0.409,0.527,0.501,0.615,0.567,0.378,0.321,0.349,0.254
2015,9,0.476,0.388,0.281,0.455,0.623,0.662,0.615,0.641,0.899,1.018,1.17,1.001,0.696,0.408,0.272,0.308,0.156
2015,10,0.448,0.386,0.335,0.504,0.79,0.699,0.366,0.393,0.484,0.33,0.444,0.201,0.094,-0.089,-0.062,-0.048,-0.073
2015,11,0.49,0.496,0.464,0.385,0.794,0.766,0.679,0.447,0.57,0.316,0.142,-0.034,-0.06,-0.185,-0.255,0.007,-0.041
2015,12,0.774,0.734,0.764,0.745,0.751,0.543,0.424,0.162,0.196,-0.069,-0.56,-0.717,-1.022,-0.87,-0.964,-0.543,-0.292
2016,1,0.397,0.312,0.188,0.153,0.214,-0.041,-0.304,-0.177,-0.797,-0.789,-1.3,-1.036,-0.942,-0.846,-0.845,-0.767,-0.693
2016,2,0.407,0.389,0.368,0.381,0.539,0.489,0.4,0.124,0.176,0.097,-0.294,-0.209,-0.317,-0.438,-0.455,-0.345,-0.258
2016,3,0.896,0.558,0.423,0.681,0.885,0.698,0.404,0.368,0.264,-0.005,-0.376,-0.509,-0.532,-0.614,-0.555,-0.484,-0.288
2016,4,0.878,0.684,0.733,0.995,1.087,1.121,0.762,0.8,0.948,0.697,0.363,0.379,0.152,-0.044,0.062,0.025,0.023
2016,5,0.853,0.571,0.587,0.818,0.647,0.73,0.399,0.814,1.242,1.276,1.258,1.228,0.923,0.565,0.519,0.466,0.469
2016,6,0.552,0.378,0.26,0.677,1.04,1.298,0.917,1.019,1.551,1.457,0.925,1.001,0.756,0.462,0.386,0.343,0.274
2016,7,0.574,0.411,0.279,0.627,0.836,0.852,0.619,0.904,1.577,1.857,1.77,1.331,1.104,0.722,0.483,0.392,0.345
2016,8,0.686,0.573,0.433,0.739,0.692,0.754,0.43,0.346,0.597,0.756,1.094,1.083,0.763,0.657,0.537,0.458,0.354
2016,9,0.651,0.456,0.344,0.576,0.741,0.628,0.748,0.641,1.069,0.989,0.884,0.887,0.573,0.409,0.383,0.312,0.186
2016,10,0.778,0.591,0.408,0.525,0.507,0.382,0.228,0.04,0.078,-0.161,-0.715,-0.658,-1.083,-0.816,-1.036,-0.576,-0.472
2016,11,0.394,0.355,0.312,0.36,0.587,0.512,0.305,0.119,0.033,-0.112,-0.442,-0.525,-0.687,-0.749,-0.693,-0.522,-0.444
2016,12,0.385,0.379,0.301,0.231,0.422,0.542,0.517,0.327,0.559,0.673,0.236,0.384,0.075,0.156,-0.086,-0.008,-0.093
2017,1,0.277,0.187,0.151,0.142,0.195,0.066,-0.105,-0.034,0.002,0.058,-0.338,-0.311,-0.142,-0.128,-0.47,-0.176,-0.451
2017,2,0.587,0.417,0.331,0.223,0.317,0.049,-0.176,0.115,-0.075,-0.165,-0.447,-0.568,-0.11,-0.35,-0.151,-0.227,-0.112
2017,3,0.579,0.45,0.404,0.557,0.863,0.793,0.557,0.451,0.443,0.201,-0.19,-0.178,-0.416,-0.459,-0.54,-0.248,-0.317
2017,4,1.174,0.772,0.648,0.891,0.968,0.925,0.559,0.585,0.66,0.553,-0.003,-0.026,-0.075,-0.235,-0.353,-0.19,-0.219
2017,5,0.832,0.607,0.635,0.961,1.04,1.233,0.998,1.255,1.692,1.681,1.108,1.091,0.861,0.328,0.379,0.199,0.282
2017,6,0.805,0.584,0.511,0.984,0.983,1.312,0.88,0.89,1.457,1.516,0.902,1.052,0.687,0.353,0.284,0.236,0.23
2017,7,0.451,0.355,0.247,0.496,0.779,0.899,0.739,0.727,1.531,1.922,1.67,1.836,1.135,0.932,0.81,0.602,0.523
2017,8,0.775,0.614,0.416,0.676,0.684,0.652,0.495,0.209,0.785,1.078,0.925,1.272,0.86,0.417,0.507,0.537,0.334
2017,9,0.746,0.518,0.409,0.548,0.579,0.576,0.292,0.211,0.537,0.578,0.543,0.621,0.393,0.098,0.168,0.191,0.138
2017,10,0.468,0.34,0.274,0.414,0.655,0.7,0.713,0.717,0.969,1.021,0.564,0.663,0.424,0.183,0.048,0.148,0.095
2017,11,0.55,0.481,0.28,0.308,0.392,0.265,0.096,0.052,-0.023,-0.18,-0.554,-0.631,-0.645,-0.695,-0.821,-0.536,-0.527
2017,12,0.09,0.221,0.148,-0.009,0.396,0.495,0.43,0.283,0.509,0.527,0.307,0.341,0.209,0.032,-0.009,0.104,-0.045
2018,1,0.47,0.398,0.355,0.38,0.43,0.329,0.099,0.083,-0.014,-0.146,-0.297,-0.434,-0.616,-0.398,-0.688,-0.459,-0.528
2018,2,0.309,0.271,0.394,0.43,0.775,0.811,0.848,0.944,1.474,1.299,1.048,0.963,0.786,0.108,0.25,0.046,0.313
2018,3,0.644,0.471,0.425,0.374,0.264,0.21,0.05,0.069,0.237,0.225,0.103,0.095,0.097,-0.036,-0.062,-0.342,-0.025
2018,4,1.05,0.815,0.714,1.087,1.031,0.896,0.59,0.603,0.739,0.433,0.273,0.147,-0.001,-0.134,-0.129,-0.175,0.016
